,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
2621,2621,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 12:49:56, What does this mean,,0,5,"[{""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [0, 7]}]"
2622,2622,0.7717,0.0,0.544,0.456,TheStalwart,2019-05-01 13:27:33,The American patent system is such a great engine of innovation ,,34,88,[]
2623,2623,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 13:28:51, GTFO,,0,0,"[{""screen_name"": ""SamRo"", ""name"": ""Sam Ro"", ""id"": 239026022, ""id_str"": ""239026022"", ""indices"": [0, 6]}]"
2624,2624,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 13:28:53,RT just heard the market s not open yet,just heard the market’s not open yet,1,0,"[{""screen_name"": ""SamRo"", ""name"": ""Sam Ro"", ""id"": 239026022, ""id_str"": ""239026022"", ""indices"": [3, 9]}]"
2625,2625,0.128,0.0,0.9229999999999999,0.077,TheStalwart,2019-05-01 13:37:43,RT Latenight exclusive is winding down customersupport ops in its hometown of San Fran and shifting 350 jobs to ,"Late-night exclusive: @LendingClub is winding down customer-support ops in its hometown of San Fran and shifting ~350 jobs to Utah this year to cut costs, according to a memo the CEO sent to staff yday. The message was ""tough to deliver,"" he wrote. $LC https://t.co/WDtjRtDAfF",10,0,"[{""screen_name"": ""LilyKatz"", ""name"": ""Lily Katz"", ""id"": 38080451, ""id_str"": ""38080451"", ""indices"": [3, 12]}, {""screen_name"": ""LendingClub"", ""name"": ""LendingClub"", ""id"": 6245822, ""id_str"": ""6245822"", ""indices"": [36, 48]}]"
2626,2626,-0.0772,0.22899999999999998,0.5710000000000001,0.2,TheStalwart,2019-05-01 13:39:40, Also Colorado is filled with outdoorsy fitness snobs,,0,1,"[{""screen_name"": ""LDrogen"", ""name"": ""[Harm To Ongoing Matter] Drogen"", ""id"": 19079480, ""id_str"": ""19079480"", ""indices"": [0, 8]}, {""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [9, 18]}]"
2627,2627,0.34,0.071,0.779,0.149,TheStalwart,2019-05-01 13:41:32, When I think of Colorado I think of a mix of fitness bros IPA bros and survivalist bros all at an altitude that makes you feel lightheaded No thank you,,0,15,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}, {""screen_name"": ""LDrogen"", ""name"": ""[Harm To Ongoing Matter] Drogen"", ""id"": 19079480, ""id_str"": ""19079480"", ""indices"": [10, 18]}]"
2628,2628,0.5719,0.0,0.7340000000000001,0.266,TheStalwart,2019-05-01 13:46:17, Yeah I think Colorado seems to attract a type of person who Ive never gotten along with,,0,3,"[{""screen_name"": ""LDrogen"", ""name"": ""[Harm To Ongoing Matter] Drogen"", ""id"": 19079480, ""id_str"": ""19079480"", ""indices"": [0, 8]}, {""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [9, 18]}]"
2629,2629,0.25,0.083,0.795,0.121,TheStalwart,2019-05-01 13:52:54,RT FWIW Netflix s Reed Hastings on cash from 2015 Microsoft always wanted to have a lot of cash on hand Apple had no cash ,"FWIW Netflix’s Reed Hastings on cash (from 2015) “Microsoft always wanted to have a lot of cash on hand. Apple had no cash 15 years ago in 2000. Who did the most innovation? The cash does not help. The cash insolates you in a bad way. It's a bad thing that companies store cash."" https://t.co/EqfVM3kPCT",10,0,"[{""screen_name"": ""sherman4949"", ""name"": ""Alex Sherman"", ""id"": 153495347, ""id_str"": ""153495347"", ""indices"": [3, 15]}]"
2630,2630,0.2023,0.0,0.8590000000000001,0.141,TheStalwart,2019-05-01 13:55:33,Remember when people thought this magazine cover was a sign of the top ,,1,29,[]
2631,2631,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 13:56:59,Bank analyst trolling ,,1,14,"[{""screen_name"": ""Noahpinion"", ""name"": ""Noah Smith \ud83d\udc07"", ""id"": 281877818, ""id_str"": ""281877818"", ""indices"": [22, 33]}]"
2632,2632,-0.4019,0.105,0.895,0.0,TheStalwart,2019-05-01 14:23:43,In todays newsletter I explained why Bitcoin trades at a premium on exchanges that are thought to be in trouble Get it in your inbox here ,,3,24,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [11, 19]}]"
2633,2633,-0.3818,0.302,0.698,0.0,TheStalwart,2019-05-01 14:29:01,TSLA now lowest since January 12 2017,,2,7,[]
2634,2634,0.34,0.0,0.882,0.11800000000000001,TheStalwart,2019-05-01 14:33:52, Made this chart so that the spread between Bitfinex and other exchanges is easily visible in the bottom panel ,,0,3,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [0, 8]}]"
2635,2635,0.1779,0.0,0.841,0.159,TheStalwart,2019-05-01 14:48:57,RT SHOP Analysts are growing more bullish on Shopify via ,$SHOP Analysts are growing more bullish on Shopify https://t.co/0YnkgWBS9Z via @technology,3,0,"[{""screen_name"": ""OphirGottlieb"", ""name"": ""Ophir Gottlieb"", ""id"": 100024370, ""id_str"": ""100024370"", ""indices"": [3, 17]}, {""screen_name"": ""technology"", ""name"": ""Bloomberg Technology"", ""id"": 21272440, ""id_str"": ""21272440"", ""indices"": [98, 109]}]"
2636,2636,0.34,0.068,0.737,0.195,TheStalwart,2019-05-01 15:03:16,RT Scoop from gt The Trump administration plans to roll back offshore drilling requirements imposed in respon ,Scoop from @jendlouhyhc -- &gt; The Trump administration plans to roll back offshore drilling requirements imposed in response to the Deepwater Horizon disaster https://t.co/7yy8zurRKf via @bpolitics,9,0,"[{""screen_name"": ""MikeShepard4"", ""name"": ""Mike Shepard"", ""id"": 530916347, ""id_str"": ""530916347"", ""indices"": [3, 16]}, {""screen_name"": ""jendlouhyhc"", ""name"": ""Jennifer A. Dlouhy"", ""id"": 142896252, ""id_str"": ""142896252"", ""indices"": [29, 41]}]"
2637,2637,0.429,0.0,0.7959999999999999,0.204,TheStalwart,2019-05-01 15:11:26,RT Plantbased meat sounds good and all but I don t really want ZuckebergDorseyKalanicktype guys in charge of food,Plant-based meat sounds good and all but I don’t really want Zuckeberg/Dorsey/Kalanick-type guys in charge of food.,13,0,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [3, 12]}]"
2638,2638,0.5719,0.0,0.213,0.787,TheStalwart,2019-05-01 15:11:48, Excellent tweet,,0,2,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
2639,2639,0.0258,0.09699999999999999,0.802,0.10099999999999999,TheStalwart,2019-05-01 15:13:51,The story of this year is that a lot of small boring up days in the market compound to blazing fast gains,,3,21,[]
2640,2640,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 15:13:55,RT What s more likely that Silicon Valley comes up with healthier more humane food or that they AB test the heck out of it t ,"What’s more likely, that Silicon Valley comes up with healthier, more humane food, or that they A/B test the heck out of it to maximize “engagement” and we end up with chocolate milkshake burgers?",12,0,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [3, 12]}]"
2641,2641,0.9359999999999999,0.040999999999999995,0.615,0.345,TheStalwart,2019-05-01 15:15:01, Ive thought about exactly this You see all these meat eaters saying stuff like The Impossible Burger is amazing and I might even like it more than real meat Well yeah no duh lots of processed foods taste better than natural foods,,0,14,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
2642,2642,-0.1232,0.07200000000000001,0.9279999999999999,0.0,TheStalwart,2019-05-01 15:18:29,RT Not sure its about their both being old white guys but just two familiar names where Bernie gets a ton o ,"@TheStalwart Not sure it's about their both being old white guys, but just two familiar names, where Bernie gets a ton of media coverage for a while and so is very top-of-mind for low-info voters, and then that attention shifts to Biden.",11,0,"[{""screen_name"": ""NateSilver538"", ""name"": ""Nate Silver"", ""id"": 16017475, ""id_str"": ""16017475"", ""indices"": [3, 17]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [19, 31]}]"
2643,2643,-0.6124,0.6,0.4,0.0,TheStalwart,2019-05-01 15:36:15,Heh Missed this Bug on bug warfare ,,0,6,[]
2644,2644,-0.4215,0.221,0.662,0.11800000000000001,TheStalwart,2019-05-01 17:07:38,RT The armed forces response one day after Guaido called for an uprise Brutal oppression of peaceful protesters They have sh ,The armed forces' response one day after Guaido called for an uprise: Brutal oppression of peaceful protesters. They have shot multiple rounds of tear gas just feet away from neighbors at working class area of El Paraiso this morning https://t.co/tBxy82pCSi,94,0,"[{""screen_name"": ""PattyLaya"", ""name"": ""Patricia Laya"", ""id"": 28878066, ""id_str"": ""28878066"", ""indices"": [3, 13]}]"
2645,2645,-0.0258,0.11,0.747,0.142,TheStalwart,2019-05-01 17:45:46,RT I think your analysis of the US economy is wrong and I want to put my money where my mouth is I am interested to he ,".@chamath: I think your analysis of the US economy is wrong and I want to put my money where my mouth is. I am interested to hear if you will do the same. Let’s bet some real money on whether the US enters a recession before May 1, 2029. DM for terms.",5,0,"[{""screen_name"": ""harryh"", ""name"": ""Harry Heymann"", ""id"": 4558, ""id_str"": ""4558"", ""indices"": [3, 10]}, {""screen_name"": ""chamath"", ""name"": ""Chamath Palihapitiya"", ""id"": 3291691, ""id_str"": ""3291691"", ""indices"": [13, 21]}]"
2646,2646,0.8519,0.0,0.244,0.7559999999999999,TheStalwart,2019-05-01 17:46:06, Aww yeah love a good long bet,,0,2,"[{""screen_name"": ""harryh"", ""name"": ""Harry Heymann"", ""id"": 4558, ""id_str"": ""4558"", ""indices"": [0, 7]}, {""screen_name"": ""chamath"", ""name"": ""Chamath Palihapitiya"", ""id"": 3291691, ""id_str"": ""3291691"", ""indices"": [8, 16]}]"
2647,2647,-0.29600000000000004,0.099,0.9009999999999999,0.0,TheStalwart,2019-05-01 17:54:35,RT Guaido speaks to a crowd of a couple hundred in El Marques saying theres no going back yet gives little insight about w ,"Guaido speaks to a crowd of a couple hundred in El Marques, saying ""there's no going back,"" yet gives little insight about what's expected going forward https://t.co/kjQmk3Apv7",25,0,"[{""screen_name"": ""PattyLaya"", ""name"": ""Patricia Laya"", ""id"": 28878066, ""id_str"": ""28878066"", ""indices"": [3, 13]}]"
2648,2648,0.4588,0.0,0.8640000000000001,0.136,TheStalwart,2019-05-01 18:00:59,RT BREAKING Fed officials left their main interest rate unchanged and continued to pledge patience as they grappled with confl ,BREAKING: Fed officials left their main interest rate unchanged and continued to pledge patience as they grappled with conflicting currents in the U.S. economy https://t.co/VVlGa3SflX https://t.co/R934GkBHW4,77,0,"[{""screen_name"": ""economics"", ""name"": ""Bloomberg Economics"", ""id"": 144274618, ""id_str"": ""144274618"", ""indices"": [3, 13]}]"
2649,2649,0.4404,0.0,0.7340000000000001,0.266,TheStalwart,2019-05-01 18:17:01,The Fed acknowledged that inflation was better than expected,,2,9,[]
2650,2650,0.659,0.0,0.532,0.46799999999999997,TheStalwart,2019-05-01 18:17:58,This is really great trolling HT ,,6,20,"[{""screen_name"": ""TuurDemeester"", ""name"": ""Tuur Demeester"", ""id"": 40742821, ""id_str"": ""40742821"", ""indices"": [58, 72]}]"
2651,2651,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:18:33,They should merge with ORLY ,,0,5,[]
2652,2652,0.3612,0.0,0.545,0.455,TheStalwart,2019-05-01 18:27:34, This looks like projection,,0,4,"[{""screen_name"": ""QTRResearch"", ""name"": ""Quoth the Raven"", ""id"": 1469603575, ""id_str"": ""1469603575"", ""indices"": [0, 12]}]"
2653,2653,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:30:19,Powell time,,0,5,[]
2654,2654,0.6249,0.0,0.32799999999999996,0.672,TheStalwart,2019-05-01 18:31:33, Those are awesome,,0,1,"[{""screen_name"": ""ArlanWasHere"", ""name"": ""Arlan \ud83d\udc4a\ud83c\udffe"", ""id"": 7097602, ""id_str"": ""7097602"", ""indices"": [0, 13]}]"
2655,2655,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:32:03,Symmetric drink,,2,21,[]
2656,2656,0.7906,0.049,0.73,0.221,TheStalwart,2019-05-01 18:34:28,I find it interesting that for all of the data showing a lack of connection between job growth and inflation Powell still cites robust growth as a reason to believe that the decline in inflation is transitory and will trend back up,,6,26,[]
2657,2657,0.128,0.278,0.38,0.342,TheStalwart,2019-05-01 18:35:33, No just normal American interesting,,0,4,"[{""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [0, 6]}]"
2658,2658,0.6956,0.078,0.753,0.16899999999999998,TheStalwart,2019-05-01 18:37:51, No but on the other hand its hard to believe the Fed is committed to patiently waiting for higher inflation if it still sees other noninflation data as a reason to believe that inflation will rise,,0,2,"[{""screen_name"": ""DavidSchawel"", ""name"": ""David Schawel"", ""id"": 182642157, ""id_str"": ""182642157"", ""indices"": [0, 13]}]"
2659,2659,-0.2732,0.139,0.861,0.0,TheStalwart,2019-05-01 18:38:12, I dont totally understand the question What does that mean address low inflation through policy,,0,2,"[{""screen_name"": ""Neil_Irwin"", ""name"": ""Neil Irwin"", ""id"": 156016878, ""id_str"": ""156016878"", ""indices"": [0, 11]}, {""screen_name"": ""steveliesman"", ""name"": ""Steve Liesman"", ""id"": 384445331, ""id_str"": ""384445331"", ""indices"": [12, 25]}]"
2660,2660,0.534,0.11,0.7020000000000001,0.188,TheStalwart,2019-05-01 18:40:22,Thinking back to s big piece on how the Fed cant necessarily be trusted to let inflation accelerate Powells comment that strong job gains will push inflation higher offers people a reason to be skeptical of their resolve,,1,6,"[{""screen_name"": ""TimDuy"", ""name"": ""Tim Duy"", ""id"": 368751986, ""id_str"": ""368751986"", ""indices"": [17, 24]}]"
2661,2661,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:42:03,Stocks fell a little bit ,,10,15,[]
2662,2662,-0.4404,0.195,0.805,0.0,TheStalwart,2019-05-01 18:42:10,RT The unemployment rate Phillips Curve lives in the minds of the FOMC,@TheStalwart @TimDuy The unemployment rate Phillips Curve lives . . . in the minds of the FOMC,1,0,"[{""screen_name"": ""nick_bunker"", ""name"": ""Nick Bunker"", ""id"": 16641916, ""id_str"": ""16641916"", ""indices"": [3, 15]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [17, 29]}, {""screen_name"": ""TimDuy"", ""name"": ""Tim Duy"", ""id"": 368751986, ""id_str"": ""368751986"", ""indices"": [30, 37]}]"
2663,2663,0.4404,0.0,0.408,0.5920000000000001,TheStalwart,2019-05-01 18:45:55,Good questions from ,,0,0,"[{""screen_name"": ""NickTimiraos"", ""name"": ""Nick Timiraos"", ""id"": 59603406, ""id_str"": ""59603406"", ""indices"": [20, 33]}]"
2664,2664,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:48:17,Whos this new NYT reporter,,0,15,[]
2665,2665,0.7184,0.0,0.25,0.75,TheStalwart,2019-05-01 18:49:37,Jk Great question from ,,0,4,"[{""screen_name"": ""jeannasmialek"", ""name"": ""Jeanna Smialek"", ""id"": 258157507, ""id_str"": ""258157507"", ""indices"": [24, 38]}]"
2666,2666,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:51:08,Powell refuses to be lured into commenting on Steve Moores theories about the economy,,2,7,[]
2667,2667,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:51:24,RT Has the president or anyone at the White House ever asked or suggested that you open an investigation of anyon ,".@KamalaHarris: ""Has the president or anyone at the White House ever asked or suggested that you open an investigation of anyone?"" Barr stumbles over his answer before saying he's ""trying to grapple with the word 'suggest'"" https://t.co/SKpDTzVIbu",76,0,"[{""screen_name"": ""tictoc"", ""name"": ""TicToc by Bloomberg"", ""id"": 252751061, ""id_str"": ""252751061"", ""indices"": [3, 10]}, {""screen_name"": ""KamalaHarris"", ""name"": ""Kamala Harris"", ""id"": 30354991, ""id_str"": ""30354991"", ""indices"": [13, 26]}]"
2668,2668,0.4228,0.0,0.7240000000000001,0.276,TheStalwart,2019-05-01 18:52:31, Yeah Im a little surprised by how quickly this has gone into arcana,,0,1,"[{""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [0, 7]}]"
2669,2669,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 18:54:31,What is the point of asking Powell about Trumps comments when we all know the answer,,1,17,[]
2670,2670,0.3182,0.0,0.635,0.365,TheStalwart,2019-05-01 18:57:47,RT labor market questions please,labor market questions please,1,0,"[{""screen_name"": ""sam_a_bell"", ""name"": ""Sam Bell"", ""id"": 55840043, ""id_str"": ""55840043"", ""indices"": [3, 14]}]"
2671,2671,0.1779,0.0,0.825,0.175,TheStalwart,2019-05-01 18:59:08, Is this based on your experience with your cleaner,,0,0,"[{""screen_name"": ""VegaVandal"", ""name"": ""Vega Vandal"", ""id"": 2923500113, ""id_str"": ""2923500113"", ""indices"": [0, 11]}]"
2672,2672,0.3252,0.0,0.7829999999999999,0.217,TheStalwart,2019-05-01 18:59:50,RT My dad never stops selling property I never stop selling ads The Steinberg way,My dad never stops selling property. I never stop selling ads. The Steinberg way.,3,0,"[{""screen_name"": ""jonsteinberg"", ""name"": ""Jon \ud83e\uddc0"", ""id"": 688483, ""id_str"": ""688483"", ""indices"": [3, 16]}]"
2673,2673,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:01:48, But hes been asked about it several times and has been very disciplined in his answers,,0,1,"[{""screen_name"": ""ChrisRugaber"", ""name"": ""Chris Rugaber"", ""id"": 225163993, ""id_str"": ""225163993"", ""indices"": [0, 13]}]"
2674,2674,0.0557,0.174,0.636,0.191,TheStalwart,2019-05-01 19:02:17, Why hasnt steady growth translated to consistent stock market gains,,0,2,"[{""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [0, 7]}]"
2675,2675,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:05:55,Question about a standing repo facility,,0,5,[]
2676,2676,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:07:26,POWELL WILL LOOK AT IDEA OF REPO FACILITY AT A FUTURE MEETING,,4,9,[]
2677,2677,0.4215,0.0,0.843,0.157,TheStalwart,2019-05-01 19:08:32, Not in 2011 Inflation was coming in above expectations and Bernanke wisely recognized that was transitory ,,1,5,"[{""screen_name"": ""mattyglesias"", ""name"": ""Matthew Yglesias"", ""id"": 15446531, ""id_str"": ""15446531"", ""indices"": [0, 13]}]"
2678,2678,-0.34,0.21100000000000002,0.789,0.0,TheStalwart,2019-05-01 19:10:19,RT The whole inflation discussion here is just simply crazy,The whole inflation discussion here is just simply crazy.,2,0,"[{""screen_name"": ""TimDuy"", ""name"": ""Tim Duy"", ""id"": 368751986, ""id_str"": ""368751986"", ""indices"": [3, 10]}]"
2679,2679,0.7269,0.0,0.7559999999999999,0.244,TheStalwart,2019-05-01 19:11:33,That last question touched on an important topic and I wish there had been more of a discussion surrounding the connection between job growth LFPR and productivity,,0,8,[]
2680,2680,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:11:50,RT Scotts MiracleGro rose the most in a decade as its marijuanasupplies business rebounded ,Scotts Miracle-Gro rose the most in a decade as its marijuana-supplies business rebounded https://t.co/U9hTmH4yrr,9,0,"[{""screen_name"": ""BloombergAU"", ""name"": ""Bloomberg Australia"", ""id"": 606571099, ""id_str"": ""606571099"", ""indices"": [3, 15]}]"
2681,2681,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:12:02, Gotta get Powell back in there,,0,0,"[{""screen_name"": ""kgreifeld"", ""name"": ""Katherine Greifeld"", ""id"": 3420659128, ""id_str"": ""3420659128"", ""indices"": [0, 10]}]"
2682,2682,0.8225,0.114,0.45799999999999996,0.428,TheStalwart,2019-05-01 19:14:00,The basic idea that good news is bad news good job growth will push prices higher is alive and well,,2,16,[]
2683,2683,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:14:31,RT The Phillips Curve is the zombie policy of modern economics,@TheStalwart The Phillips Curve is the zombie policy of modern economics.,1,0,"[{""screen_name"": ""CAPABLANCA_92"", ""name"": ""Capablanca"", ""id"": 1112400099349536770, ""id_str"": ""1112400099349536770"", ""indices"": [3, 17]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [19, 31]}]"
2684,2684,0.7506,0.0,0.684,0.316,TheStalwart,2019-05-01 19:14:50,RT Powell was surprised to see better productivity growth in 2018 and then immediately jumped to potential supplyside expl ,Powell was surprised to see better productivity growth in 2018 and then immediately jumped to potential supply-side explanations. It was all about demand. The economy can support more output growth without increased inflation. Just need someone to demand the output.,8,0,"[{""screen_name"": ""IrvingSwisher"", ""name"": ""Neoliberal Sellout (Skanda Amarnath)"", ""id"": 713526017596526593, ""id_str"": ""713526017596526593"", ""indices"": [3, 17]}]"
2685,2685,0.9136,0.0,0.7040000000000001,0.29600000000000004,TheStalwart,2019-05-01 19:18:33,Economists When will productivity rise Also economists Robust growth is bringing more people back into the work force Also economists Job growth leads to more skills training Also economists Robust growth leads to more biz investment Economists Guess well never know,,26,87,[]
2686,2686,0.0,0.0,0.0,0.0,TheStalwart,2019-05-01 19:20:54, ,,0,14,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
2687,2687,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 19:22:00,RT I made this chart three years ago and I stand by it ,@TheStalwart I made this chart three years ago and I stand by it. https://t.co/gIK6imEJuX,2,0,"[{""screen_name"": ""pearkes"", ""name"": ""George Pearkes"", ""id"": 18300968, ""id_str"": ""18300968"", ""indices"": [3, 11]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [13, 25]}]"
2688,2688,-0.4357,0.193,0.807,0.0,TheStalwart,2019-05-01 19:30:14,SampP down 025 How is Powell going to get out of this mess,,8,63,[]
2689,2689,0.34,0.0,0.893,0.107,TheStalwart,2019-05-01 19:34:11,RT Hey I ve heard is giving a class on how to spin your stock to new highs with all numbers going down ,Hey @elonmusk I’ve heard @tim_cook is giving a class on how to spin your stock to new highs with all numbers going down. I highly recommend it. Happy to review with you this talent Tim has. $tsla $aapl,38,0,"[{""screen_name"": ""GerberKawasaki"", ""name"": ""Ross Gerber"", ""id"": 349249475, ""id_str"": ""349249475"", ""indices"": [3, 18]}, {""screen_name"": ""elonmusk"", ""name"": ""Elon Musk"", ""id"": 44196397, ""id_str"": ""44196397"", ""indices"": [24, 33]}, {""screen_name"": ""tim_cook"", ""name"": ""Tim Cook"", ""id"": 1636590253, ""id_str"": ""1636590253"", ""indices"": [45, 54]}]"
2690,2690,0.4588,0.157,0.621,0.222,TheStalwart,2019-05-01 19:49:41,RT Fed Low inflation is the great problem of our time We are engaged in a yearlong review to figure out why its be ,"@TheStalwart Fed: Low inflation is the great problem of our time. We are engaged in a year-long review to figure out why it's been so low and what we can do about that. Also Fed: Inflation is low because of transitory factors, and if we sit tight the job market will bring it back to 2%.",16,0,"[{""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [3, 9]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [11, 23]}]"
2691,2691,0.12,0.151,0.669,0.18,TheStalwart,2019-05-01 19:52:53, Most have been negative but the one in March I think saw a huge rally,,0,0,"[{""screen_name"": ""BobBrinker"", ""name"": ""Bob Brinker"", ""id"": 7822742, ""id_str"": ""7822742"", ""indices"": [0, 11]}]"
2692,2692,-0.2732,0.259,0.741,0.0,TheStalwart,2019-05-01 20:00:57,SPX down 075 Time to cut rates,,4,39,[]
2693,2693,-0.2732,0.512,0.488,0.0,TheStalwart,2019-05-01 20:03:04, Feds gotta cut,,0,2,"[{""screen_name"": ""stevekovach"", ""name"": ""Steve Kovach"", ""id"": 17198424, ""id_str"": ""17198424"", ""indices"": [0, 12]}]"
2694,2694,-0.6372,0.21600000000000003,0.71,0.07400000000000001,TheStalwart,2019-05-01 20:09:06,SQ 6 Interesting thing about Square is how unlike other hot tech stocks that got destroyed in Q4 this one never saw an impressive rebound Obviously investor skepticism has been warranted,,1,18,[]
2695,2695,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 20:11:21,More ice baths for ,,0,22,"[{""screen_name"": ""jack"", ""name"": ""jack"", ""id"": 12, ""id_str"": ""12"", ""indices"": [19, 24]}]"
2696,2696,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 20:29:34,EB yeesh,,1,2,[]
2697,2697,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 20:40:30, about to make her WDYM debut ,,2,9,"[{""screen_name"": ""silviakillings"", ""name"": ""Silvia Killingsworth"", ""id"": 145773567, ""id_str"": ""145773567"", ""indices"": [1, 16]}]"
2698,2698,0.0,0.0,0.0,0.0,TheStalwart,2019-05-01 20:47:41, ,,2,2,"[{""screen_name"": ""Anthony"", ""name"": ""\ud83d\uddfd"", ""id"": 1140451, ""id_str"": ""1140451"", ""indices"": [0, 8]}, {""screen_name"": ""silviakillings"", ""name"": ""Silvia Killingsworth"", ""id"": 145773567, ""id_str"": ""145773567"", ""indices"": [9, 24]}]"
2699,2699,0.0258,0.16899999999999998,0.7,0.132,TheStalwart,2019-05-01 21:24:58,RT Billionaires under fire confront wealth gap at Milken conference in Beverly Hills where the chicken Caesar salad costs 259 ,"Billionaires under fire confront wealth gap at Milken conference in Beverly Hills, where the chicken Caesar salad costs $25.95 https://t.co/q6m3Hq12fH",35,0,"[{""screen_name"": ""business"", ""name"": ""Bloomberg"", ""id"": 34713362, ""id_str"": ""34713362"", ""indices"": [3, 12]}]"
2700,2700,0.0,0.0,1.0,0.0,TheStalwart,2019-05-01 21:47:17, Same here,,0,2,"[{""screen_name"": ""aripap"", ""name"": ""Ari Paparo"", ""id"": 794238, ""id_str"": ""794238"", ""indices"": [0, 7]}, {""screen_name"": ""mhbergen"", ""name"": ""Mark Bergen"", ""id"": 17261311, ""id_str"": ""17261311"", ""indices"": [8, 17]}]"
2701,2701,-0.1531,0.615,0.385,0.0,TheStalwart,2019-05-02 08:04:59,Whatd I miss,,0,4,[]
2702,2702,0.0,0.0,1.0,0.0,TheStalwart,2019-05-02 08:43:31,RT PMI rises to highest since June 2000 ,🇬🇷 PMI rises to highest since June 2000!! https://t.co/a4XjHd8b90,4,0,"[{""screen_name"": ""nghrbi"", ""name"": ""Nadia Gharbi"", ""id"": 4038071079, ""id_str"": ""4038071079"", ""indices"": [3, 10]}]"
